preprocessed_text,label
ቦረና ፖርክ የሚባል የለም ኦሮሞ ስንቱን የሰው ንብረት እየዘረፋ እየተስፋፋ የዳቦ ስም እየሰጡ ኬኛ ይላል ነጭ ሳርን የነሱ ሸኔ መፈንጬ አድርገውታል የመንግስት ሰው,1
ማእቀቡ ለጁንታውም አደለም ታድያ ይሄ ማእቀብ ለኛ ለኢትዮጵያውያን አመት በስውር ቅኝ ግዥ ከተገዛንበትና ከውርደት ታሪክ ወጥተን አድዋ ታሪኩን የሚደግምበት,0
በመጨረሻም ኢትዮጵያችን ሳቀች,0
ይቅርታ ጋዜጠኛ አይደለሁም ጠያቂ አላለችም የቡዳ መድሀኒት የቲቪ ተቋም ጋዜጠኛ ጠያቂ የሚቀጥረው,0
አዝጋሚው የኢትዮጵያ መንግስት በውጭ አገር ከተደራጀው የወያኔ ሀይል የሚሰነዘረውን ቡጫ ለመከላከል መሰናዳት ማጥቃት ከተሳናችሁ,1
ውሻን ተናካሽ የማድረግ ስልቶች ካሉ ጨምሩ ኢትዮጵያውያን ተናካሽ ውሻ ይወዳሉ,1
ክቡር ሚኒስትር ለረጅም ጊዜ ጠፍተዋል ሰለ የሚናገሩ የሉም የጠፉ ስለጠፉ ቢነግሩን,0
ትኩረት አክሱም ፅዮን ቤክን ከጉዳት ትጠበቅ እንማልዳለን,0
በኢፌድሪ የሰላም ሚኒስተር ሲቪክ ማህበራት ትብብር በኮቀክከተማ ወረዳ አስተዳደር የሚሆኑ ነዋሪዎች ዱቂት ዘይትና ሩዝ ድጋፍ ተደርጓል,0
መቼም የካድሬ ልማድ ጨርሶ አይልቀም ተለቆበት ይሆን እንዲህ ጭራውን የሚቆላው,1
እፈልጋለሁ ወር ማትፈጅ ፕሮጀክት ወር እየጨረሱ አልፈልግም,1
የህወሀትን መጨረሻ ያፋጠነው ሴረኛ መሆኑ ሁሉንም ነገር ለፓለቲካ አድቫንቴጅ የሚጠቀም ስግብግብ ፓርቲ መሆኑ ግልገል ህወሀቶች ከአባታችሁ ሞት ተማሩ,1
የአማራ መገደል ከሰሞኑ ለምን ጋብ አለ ገዳዮ እንደሆነ ይገባሀል ገዳዮ አብይ አህመድ ብልፅግና ሸኔ ነገሮች ሲሰክኑ,1
የቅርብ ጊዜውን ትችት ግምት ያስገባ የአካሄድ ለውጥ ያደርጋሉ ብለን እንጠብቃለን ኢትዮጲያኒስት ካምፕ ከብሄርተኞች ሚለየው በተቋማት ግንባታ ነውና ማሻሻል አለባቸው,0
እይይይ ባለጌ ያሳደጋችሁ ባለጌና ተሳዳቢ,1
ጦርነት ጦርነትን ሰው የራሱን ወንድም ጠላት አውሬ የሚሆንበት ባህሪ በጦርነት መግደል ማውደም እልቂት ጭፍጨፋ ጦርነት በአሸናፊው የበ,0
በኬንያና በሶማልያ ከታህሳስ መጀመሪያ ጀምሮ ኢትዮጵያ የሚገባ የአንበጣ መንጋ በሶማሌ ኦሮምያና ደቡብ ክልሎች ጉዳት ሊያደርስ እንደሚችል የግብርና ሚኒስቴር አታውቋል,0
ወያኔን ያስገቡልን እየመረረህም ዋጣው አለመደገፍ መብትህ እንደሆነው እኛም መደገፍ መብታችን,1
ከማማረር ውጪ ምንም እንደማንችን ማወቃቸው ከዛም አልፎ ከሳምንታት ይሄንንም ትተን የየእለት ኑሮዋችን እንደምንመለስ,0
ቻዉ ቻዉ ጁንታዉ ኢታማዦር ሹም ጀነራል ብርሀኑ ጁላ በደስታ የሰጡት መግለጫ,1
ትልቅ ሲሏችሁ ወርዳችሁ የምትገኛ ዘላለማዊ ባንዳዎች ናችሁ አለማቀፍ ተቋማትን የሚመሩ ሰዎች ለሀገራቸው ጥቅም ደፋ ቀና ይላሉ ሀገርህን ክደህ ለመንደርህ ቆ,0
የጁንታዉ ካድሬ ወሬ ሰለቸን ሰፊዉ የትግራይ ህዝብ ይምረጥና ያኔ እንነጋገራለን እሺ ካንሰሩ ህወሀት ተነቅሏል ከዘረፈ ያጎረሰዉ ይጮሀል,1
ጁንታው እብድ ውሻ እያደረገው,1
ከሀዲ ሌባ የእናት ጡት ነካሽ ዘረኛ የአንተ ድረጅት የጨፈጨው ሳይታይህ እሪ ትላለህ አምላክ የእጅህን ይሰጠሀል ኢትዮጲያ አይነቱን ርኩስ አትፈልግም,1
መራራም አሳፋሪም ሊቀጥል ፈፅሞ አይገባውም በአጭሩ ካልተቀጨ ወደፊት መዘዙ,0
ታህሳስ ዲጂታል ትራንስፎርሜሽን ለዘመናዊ ግብርና ለዘመነ አርሶ አደር ተስፋዬ አለነ ምጣኔ_ሀብት,0
ዶር አብይ በርታ ጨክንእነዚህ በየስፍራው እየተነሱ የሚፈነዱት አመት ውጤት የማያዳግም እርምጃ መወሰድ አለበት ጁንታው ከስሩ መነቀል አለበት,1
ኦርቶአማራ የተጨፈጨፋ ምስክኑ የትግራይ ንፁሀን ሰላማዊ ህዝብ,1
ክፍለ ጦር ዱግ አመድ የሆነችው ለሚሞቱት አዝናለው ምክናያቱም ተገደው የመጡ ወጣቶች ስለሆኑ የትግራይ የመከላከያ ሀይልም በጥሩ ስትራቴጂ በሁሉም ግንባሮች የወራሪውን,0
መታዘል የማይሰለቸው ፈሳም ፈርጣጭ ሀይል ከየኢትዮጵያና የኤርትራ መከላከያ የኦሮሚያና ሲዳማ ልዩ ሀይሎች ደረሱልኝ ብሎ የደስታ ዳንኪራ በራስ መተማመን ብሎ ነገር,1
ይህንን እያነበብክ ነፍስህ ለጌታ ሀጢአት,1
ከኔ የተሻለ ኦሮሞ አማራ ወላይታ ሲዳማ ሱማሌ ጉራጌ ካልከኝና ያለኔ ጠበቃ ላሳር ብለህ የምትፎክር ኦሮሞ አማራ ወላይታ ሲዳማ ሱማሌ,1
መከረኛው አማራ ማንም እየተነሳ ያቀረሽበታል,1
ወያኔ ውሸትን ትግል የምትቆጥር ነውረኛ የምታውቀውን ከዋሸችህ የማታውቀውን ሸምጥጣለች የፊልም የተሰራን ማስታወቂያ,1
ለራያራዪማ የባሬንቱማ ኦሮሞ ልጆች እንካን ለኢሬቻበአልአደረሳችው,0
የበታችነት ስሜት የሚሰማቸው የአረብና የምእራባውያን ተላላኪ ባንዳዎች ሴትና ህፃን በሜንጫ የአሚአርዱ ፈሪዎች መሪ እስከሆኑ ድረስ የኢትዮጵያዊያን ስቃይና መከራ ይራዘማል ታዲ,1
ባለጌ ለመሆንሺ ምሰክር አያሻኝም ሰው ሰላልሆንሺ አሉ ብለሺ አወራሺ ማንም በሴትነቱ በሰውነቱ ይከበራል,1
አማራ ንቃ ኪሎ አማራው በአብይ የገዛት ማስፋፋት ሴራ አማራ ሲገደል ሲፍናቀል ያልጨሀቹ ዛሬም አልገባቹህም ከገባቹ ዩኑቨሩሲቲ ሙ,1
ይህንን በላ ማውረድ እስኪረጋገጥ ይህንን የወላይታን የኦሮሞን እንዲሁም አብዛኛውን የደቡብ ህዝብ በባርነትና በጭቆና የገዛው,1
የህዝብ ልጅ ከሆነው የአማራ ክልል ልዩ ሀይል ድንጋይ የሚያነሳ ድንጋይ,1
አመት በመላው ኢትዮጵያ በመቶዎች የሚቆጠሩ ንፅሀን ተገለዋል በሚሊዮን የሚቆጠሩ ተፈናቅለዋል የዛኔ ወያኔ ወያኔ እያሉ አዘናጉ ደሞ ግብፅ ብለው,1
አቡነ ተክለሀይማኖት በአገው በቅማንት በኦሮሞ በትግራይ ህዝብ ያደረሱትን የፓለቲካ ሴራና ሸፍጥ በድርሳናቸው ብታነብ ታቦት በስማቸው ቀረፀህ ባለሰገድ,1
ለማድረግ ስናስብ ወጪያችን የሚበዛው ነገርስ,0
ማንም ሰው ሀገሩ የሚጠላ አይመስለኝ ችግሩ ካለፈው ስህተት መማር አለመቻላችን,0
መሀል አገር ያለን ሰዎች ከዚህ ጅል ሰውዬ እየተጃጃልን ጦርነቱ ገና ተጀመረ አላለቀም,1
ወያኔ ትመስለኛለህ ያደረካቸውን ሳያቸው የበግ ለምድ ለብሰህ ለመግባት,1
ኢትዮጵያ መቀለድ የሚቻለው ዝቅተኛ የሚባሉ የስራ መደቦች የሚሰጣቸው ገፀ ባህሪያት በሙሉ አማራወች ለምን ብሄሬ ተቀለደበት ብሄሬ የቤት ሰራተኛ,1
በተግባር እንዲሆን የምንፈልገው የተለመደ የስካር ቱልቱላህን አታቀረሽብን አሰልጥኑን አሳታጥቁን ያኔ ፈሳሟን ወያኔ ምስራቅ አፍሪካን እናቀጠቅጠዋለን,1
ወያኔ ትንሳኤ ቢኖረው እንኳን በኢትዮጵያ ህዝብ እሬሳ ሆኖ የሚሆነው እንደው ወደስልጣን የመመለስ እራሱ ቢኖር እንኳን እዛው ትግራይን ይዞ ይገንጠል እ,1
ወዳጅና ጠላት የሚለየው በመከራቀን ከመከራው ማግስት የጠላት ወዳጅ የአፍረት ማቅ ይንከናነባሉ ፅናት የራእይ ወሳኝ ምእራፍ,0
የአዲስ አበባዋ እናት ምርጫ ማግስት እንዲህ ተቀልዶ ሴትዮዋ ቤት ለማከራየት ፈልገው ህወሀት ሰይጣን ሊከራዩ መጡ አሉ ህወሀት ብር,1
የኢሳያስ ምክር የሚጀምረው ከኢኮኖሚ አሻጥር ሲሆን ጥራቱ የወረደ ገንዘብ ቅየራ ደግሞ አገር ሲገቡ የውጭ ገንዘብ ኤርፖርት በሙሉ,1
ደሴቱ መደምሰስ አለበት ምንም የተረፈ የለበትም እንደሆንክ ማንም አያስታውስም የነበሩትን ማንም አያስታውስም እንደነበሩ ማንም አያስታውስም,0
አየህ እንዳንተ ደደብብ ትርጉሙን የሰራው ሎልይሄንንስ በእንግሊዘኛስታስተረጉመው ይላል ባንዳ የባንዳ ልጅ,1
በደሀው የገበሬ ልጅ ህይወት አትቆምሩ ቀሽም የቱንም ሴራ ብታሴሩ ኢትዮጵያ ኢትዮጵያዊነት ከማሸ,1
በአየር ሀይል እርምጃ የወደሙት ሮኬቶች ኪሜ መወንጨፍ የሚችሉ ሮኬቶችና ሚሳኤሎችም በህወሀት ቁጥጥር ስር ሮኬቶቹና ሚሳኤሎቹ በኢትዮጵያ ህዝብ ሀብት የተገዙ,1
በአለም እንደናተ ጨካኝ አይቼ አላውቅም ከናተ እየኖርን አገር አለን የምንለውዘርህ በሙሉ ለችግር ይጋለጥ,1
ኢትዮጵያን በር ከቆመው ጅብ እልፍኝ ካለው የበግ_ቆዳ ከለበሰው ተኩላ ማዳን የሁላችንም ድርሻ ነውአሁን ያለንበት መንግስት ከመደገፍ አለ,0
ሰይጣን በተሻለ ሁኔታ ከናንተ እሩህሩህና ውሸትን ይጠየፋል እኮ ባደባባይ በአንድ ትይት መኪና ታንክ መድፍ አቃጠለ ጁንታው ብለህ የተበጨረክ ነህ,1
ባለፈው ዲጅታል ጁንታዎቹ አክሱም ሰው ተጨፈጨፈ አሉን በሀሰት እሺ ሰው ከተገደለ ሬሳው የታለ ሲባሉ ጅብ በላው አሉን ጅብ እኮ አጥንት አይበላም ሳስበው አጥንትም ሳይ,1
በአለምም ሆነ በኢትዮጵያ ታሪክ አጭር እድሜ የነበረው መንግስት የብልፅግና መንግስት ሚሆነው ከተመረጠ ሳምንት እንኳን ሳይሞላው ተንኮታኩቶ ሊወድቅ የደረሰ ይመስላል ወያኔ የወል,0
ከተራበ ለጠገበ አዝናለሁ ትልቅ አባባል ትህነግ ላሉ አረመኔ ሽብርተኞችየትግራይ ምስኪን ህዝብን አልወቅስምግን ትኒሽ ቅር የሚለ,1
የሰይጣን ቁራጮች ማመን ጀምርያልሁ ሰይጣን ከሲኦል ተፈናቅሎ ትህነግን ተቀላቅሏል ሲሉ,1
መሀል ያልገባቺው ካሚሩናዊው ዳኛ በግለቱ ኮላፕስ አረገላሁ ብላ,1
ለኮሮና ቫይረስ ለሌላም ከህዝብ የሚሰበሰቡትንምተሰብስቦ መንግስት ካዝና የማይገባ ገንዘብ ሊይዝ ይገባዋል ሲል አሳስቧል ጉሮሮውን ዘግቶ,0
በሰለጠነው አለም እየኖራችሁ በቪድዬ የማነ ንጉስን ገለነዋል እልል በሉ የምትሉ ከሰው ያልተፈጠራችሁ አውሬዎች መሆናችሁን በአደባባይ አስመስክራችሀል,1
ሁላችንም ከከባዱ ሚዛን የቁርጥ ቀን የአዲስ አበባ ልጅ ከሆነው ከኤርሚያስ ለገሰ ጎን እንቁም,0
የእምዬ ሚኒሊክ ልጆች የአያታቸውን ሌጋሲ በሚገባ እያስቀጠሉ የሸዋ ሮቢቱ ሳያንሳቸው ይሀው አሁንም እንዲህ ጉሙዙን በመንጋ ይዘለዝሉታል ችን ደግሞ,1
ሱዳን ምንሼ በዚህች ሴትዮ ንግግሯ ኑና ቅኝ ግዙኝ ብላ የምትለምን ሚመስለው አቤት ጊዜ ደጉ,0
ግራህ ጉንጭህን ለመታ ሁለቱንም መንጋጭላዎችን ማውለቅ,1
ችግር ያለበት ተቃጥሏል ታፍኗል ማለት ይሆን ብዬ አስባለሁ,0
ቢሆንም ባይሆንም አብርሀም ግዜ መሰጠት ነበረበት የተለየ ተአምር ይፈጠር ይመስል የኮንትራት ጊዜህ ተጠናቋል አትቀጥልም ሊባል አይገባው,0
የኢትዮጵያ ህዝብ ሆይ የቤያን መሪዎች ሆይ አሁንም ከዚህ ፈሳም መከላከያ ጎን ናችሁ,1
በአማራ ክልል ብአዴን ብልፅግና በምርጫ በአብን ተዘርሯል የአማራ ህዝብ በባንዳብአዴን አልመራም ብሏል,1
መቸም ሀገሪቷ ኢትዮጵያ እኛም ኢትዮጵያዊያን ስለሆንን,0
የትግራይ ትንሳእየ እውን የሚሆነው የጠላቶችዋ መቃብር ሲበሰር እስከዛ ለትግራይ ህማማት ይህን የትግራይ ትንሳኤ ደግም ሩቅ አይሆንም አወት ኒትግራይ አወት ኒጀጋኑና,1
አቢይ ወደስልጣን ከመጣ ጀምሮ ከጌዴኦ ቡራዩ ሻሸመኔከስቅላት ከተማው መቃጠል ከቤተክርስቲያን ጥቃት የንፁሀን የዘር ጭፍጨፋዎች ከጉራፈርዳ ጉሊሶ ሰቆቃዎች ሀገሪቷን የሚመራው,1
የኢትዮጵያ ጠላት አንተና መሰል አቅመቢስ ተከፋይ ተንታኞች ናችሁ ጠሚውን የጠቀምክ መስሎህ በውሸት ስታታልል ከረምክ በሀገር,1
ስለትግራይ በጎ ነገር ስንሰማ ሁሌም ደስ ይለናል,0
ያዝ አዝማሪው ጁንታ ጁንታየ እንዳውስ ካንተ መፈጠሬን እቤት ታድየ አቤት ጉደኛ ዱቄት ተበትነሀል ቢሉንስ ዳቦ ሆነህ መጣህ ከሆንክማ ወፍራም ዳቦ እንግዲህ ጎባሊኝ ወ,1
ምድረ ኪራይ ሰብሳቢ,1
እህም ይህም ይመዝገብ ምድረ ፋንድያም እኮ ብሎ እንደነበር ታውቃለህ እናልህ ፋንድያ የሚለው ቃል ፋንድያን ሳይሆን ባለፋንድያውን አህያንም ይገልፃልና ሸልመንሀል,1
ድል በሴራ ስልታዊ ማፈግፈግ እጅ በአፍ አስጭናለው ዱቄት ሆነ በሚል ወራዳ ውሸት ተወሮ ጨፈጨፍ ለተፈረደበት ያማረው ህዝብ የማረው ልዩሀይልና ያማረው ፋኖ ሚሊሻ,1
ጋዜጣ ከማንበብ ስራ ቢዘጉ ይሻላል አብዛኞቹ አገር ወክለው ተቀምጠው መኖሪያ ፈቃድ ከሌላቸው ስደተኞች የባሰ ፈሪዎችና በተወከሉበት,1
በጫካም በከተማም ኪሎም ኦነግም ሸኔም ኦፌኮም ኦዲፒም ይሄ ያልተገለጠለት ኢትዮጵያዊ ካለ ፀበል ይሂድ ደህና እደሩ,1
ተቃፀሊና ተቃጥለው አለቁ የአውሬ ዘሮች እኮ በቃ ትግሬ እንዲህ የኢትዮጵያ ህዝብ ማፈር ያለብህ ዛሬ እንኳን አመት ቀን ማስተዳደር ነበረባቸው በፍፁም,1
የዘረፍከውን ሊጥ ድልህ ብላ,1
ኢትዮጵያውያን እየገደልን እየዘረፍን እየዋሸን ካልሆነ በስተቀር ኢትዮጵያዊት ማንነታችን ሚሉትን የከሀዲው አውሬ ሰይጣን ትህነግ ወያኔ እህዮች የኢትዮጵያን ሰንደቅ አላማ በዚህ,1
ዛሪማ ነፃ ወጥታለች ከወበዴ ከወራሪ ሀይል ይቀጥላል የፋኖ ትግል እይህ ገዳይ ጉርፕ እንዳይመረይ እንዳልምረዉ አባቴ ይሙት,1
ቻለው እንግዲህ ጉረኛው በኢትዮጵያም በአፍሪካም ታሪክ ወር ባልሞላ ግዜ ሁለቴ በተመድ ፀጥታው ምክርቤት ጉዳይዋ የሚታይላት ምርጥ የደነዞች ሀገር ፈ,1
የፈጀውን ይፈጃል ድሉ የአማራ ህዝብ እንደሚሆን ቅንጣት ታህል ጥርጣሬ የለንም የሚያሳስበን የወራሪው ታጣቂዎች ይተርፋሉ የሚለው አላማው ይሄንን ጦርነት,0
መሀይም ተጠራቅማችሁየዲፕሎማሲ ስራ እንኳን የማታውቁ በሰው ጭንቅላት የተፃፈን መስሀፍ ፃፍኩ የሚል መሪ የምትከተሉ በወያኔ አሽከር ሆናችሁአሁንም ሆዳ,1
ኢሳት ማለት የግርድና ተምሳሌት ቆሻሻ ጎበዜን የመሰለ ሰው ጀርባ ያዞራል ምድረ ሸርሙጣ,1
ንቃተ ህሊናው ዝቅ ያለና ፈሪ ህዝብ የአምባገነኖች መጫዎቻ ይሆናል ጨቋኞች ደግሞ ፈሪ ሆዳም እራስ ወዳድና ህሊናቢስ አድርባይ ይወዳሉ ሆዱ አህያ,1
አቶ አቤ ስልጣኑን ተጠቅሞ ሀገር ለማፍረስ የሚሾርብ ባንዳ እንተወዉ,1
ትግሬ በመሆኑ በትህነግ ተመርጦ የተሾመ ጳጳስ አማራው ከጉራፈርዳ መተከል ከሻሸመኔቡራዩ ሲጨፈጨፍ ምንም ያልመሰለው የትግሬ ሌባ ወታደር እራሱ በለኮሰው እሳት ሲለበለብ,1
ደደብ ስለሆንክ,1
አየር ሀይላችን ለመፈተሽ ባሰማራቸው ድሮኖች ድልን እየተቀቀናጀ ዋናው የማጥቃት ስራ ሲገባ ሊፈጠር እንደሚችል አስቡት ነቀርሳው አሸባሪ የህወ,1
ጁንታዉ ቦታዉ ካስቀመጥንዉ ከዛ ሱዳን ፊታችንን የማናዝረዉ,1
ኤካ ኮተቤ ጠቅላላ ሆስፒታል ሚሊየን ብር ግምት ያላቸው የህከምና ቁሳቁስ ድጋፍ ተደረገለት,0
ይሄ ሰውየማ ቀኑ ይጠብቅ የዲቃላ ልጅ,1
ኦሮሞ ያውም አማራ በትግረኛ የምናገር ጉራግኛ የማወራ እንደውም ሁሉን ብሄር ሰው ተብዬ የምጠራ ዘር እንዳልቆጥር ዘሬ ሰው በሰውነት የምኮራ በሰው ደስታ የምደሰት,0
ኦሮሞች ከናፈጠኛ ጎን ቆመችሁ ጦርነት አንደትሂዱ ከፊት አንደትሁኑ ብለው እየፀፉለቸው ተጠንቀቁ እንደትሄዱ ለኦሮሞ ቄሮ,1
የትግራይ ተወላጆች እባካችሁ በዉሸት ዜና አትሸወዱ ወረራ ከተፈፀመብን ዛሬ ቀን ሆኗል እንደነሱ ወሬ ቀናት መቀሌን ይቆጣጠሩ ለእነ አዲሱ አረጋ ስዩም ተሾመና,0
ሞቃዲሾ ፖሊሶች በአጥፍቶ ጠፊ ቦምብ ጥቃት ተገደሉ,0
በዘመነ ህወሀትኢህአዴግ ጉራፈርዳ የአማራ መታረጃ አንዱ ቄራ አሁንም በዘመነ ኦዴፓብልፂግና የተዘጉ የአማራ መታረጃ ቄራዎች በድጋሚ ተከፈቱ ጉራፈርዳ,1
ሁለተኛ ሞት አንችን ማጣቴ አለ የምትጠላት እስራኤል ወዳጅዋን ጁንታውን ገደለባት እግዜር ይጥናት ለጁንቲት,1
የአዲስ አበባ ድሬዳዋ አስተዳደር ምርጫ ለምን ከሀገራዊ ምርጫ እንደሚደረግ ሊነግሩን ይችላሉ,0
ዘወትር ለሀቅ ጋዜጠኝነት የምትቆመው ጀግና ታጋይ አርአያ የሀሊና መንታ የሆነቺውን ሄርሜላም ጭምር ልዩ ፍቅ,0
ይሄ ምስኪን ህዝብ ዘመን መሀይም ፖለቲከኞች ማንነት ወንበር ጥማት በሚደረግ ግል ፅብ ሲገደል ሲገዳደል ይኖራል ደንቆ,1
ህወሀት ለሁለተኛ ጊዜ ባህርዳር ሮኬት አወነጨፈች ሌሎችም የዛሬ አጫጭር መረጃወች,0
የባለጌ ልጅና ዋንጫ ከአፉ ይሰፋል አሉ አንተም ሰው ሁነህ እንዲህ ትላላህ አዬ ሀገሬ ኢትዮጵያ,1
መጠጥ መቀነስ ጥናቶች የሚጠቁሙት ብርጭቆ መጠጣት ተጋላጭነትን ይጨምራል በቀን ከተቻለ ብርጭቆ አለማለፍ ይመረጣል,0
ጁል ጁንታ አመታት ሲመራ ህዝብ ንፁህ ውሀ የለውም በቂ ምግብ መኖሪያና ሽንት ቤት የለውም ሀገሪቱ በስራ እጦት የተወረረች አደረጋት ጥበበኛው,1
ሀሳብህ ከተለየ ፍየል ጭምር ያስር ለነበረው አረመኔ ቡድን ትህነግ የእዬዬ ሰልፋቸው ፍትህዊነትና ሰብአዊነት ቢኖራቸውማ ዜጎች ለሩብ ክፍለን በሀገራቸው ሁለተኛ ዜጋ ሆነው በሰቆ,1
የአንተ አቻስ ወላሂ ወያኔዎች ስትባሉ ስለራሳችሁ ያላችሁ ግምት ኩሩ ኢትዮጵያዊ ሆኜ ሳየው የሚያኮራኝ,0
በአሸባሪው ወያኔ ቤተሰቡን የሞት የተነጠቀው አባት ቤተክርስቲያን ሳስቀድስ ቆይቼ ሰፈር ስመለስ ቤቴ ጠፋኝ ፆም የዋሉ ስድስት ቤተሰቦቼን እሳት በሚተፋ ከባድ መሳሪያ,0
ሰሙን ቄስ ይጥራውና እሱንማ አየነው ለአብይ ውሀ በወንፊት ካላያዝንልህ ሲል ሲጮህ የነበረው ወያኔ አብይ እውቅና ስላልሰጠው,1
ተዎድሮስ ተሾሜ የኢትዮጵያን ወቅታዊ የአሸባሪዉን ህወሀት ሴራ አፍረጥርጦ ለአሜሪካ ኮንግረስ አባል ገለፃ አድርጓል እባካችሁን መድረስ አለባቸዉ ለምትሉ በቲዉተር አድር,1
የሚባል የአገራችን ጠላት እንስሳዊ አእምሮ መደምሰስ ስላለበት ጣልቃ የምትገቡ የውጪ ሀገራት እጃችሁን አንሱ,1
ዝቅ ያለን ከመሬት ያዋርዱታል እንዘርጥጠው ቢሉ ከምን ይጥሉታል,0
መሀይም በአማርኛ እየተበጠረቁ አማርኛ አታውሩ,1
እውነት ያሸንፋል በእርዳታ ተጋብቶተዋልዶና ተዋግቶ ለመኖር የሚያስብ የፖለቲካ ድርጅት ህወሀት ህሊና ያለቸው የትግራይ ተወላጆች ይህን ታሪክ ለመቀየር ከፈለጉ ጊዜው ዛሬ,1
የሚያሳዝነው በሰለጠነው አለም የምትኖሩ ደንቆሮዎች ይሄንን ሰው ሲበላ ፎቶ አንስታችሁ መለጠፋችሁ ቢበላስ የትግራይን ባህ,1
የዩኒቨርቲዎች ስትራቴጂክ እቅድ ግምገማ መድርክ እየተካሄደ,0
የአየር ሀይሉ አዛዥ አክለው ወያኔ ጌታቸው ቱሪናፋው ባሉበት ቦታ እንደመስሳለን ያሉትን የሚሞክሩትለምን አባታቸው የማይተኩሱትእስካሁን ለምኗቸው ይዟ,1
በስልጣን ከመገልገል ማገልገል,0
በኢትዮጵያ ባለው ያልተቋረጠ ቀውስ ጅምላ ጭፍጨፋ የተባበሩት መንግስታት ድርጅት ሰላም አስከባሪ ሀይል ማስገባት የመፍትሄ አማራጭ ኢንጂነር ይልቃል ጌትነት,0
ጁንታው ንፁሀንን ኢትዮጵያኖችን እየጎዳ የአለም ማህበረሰብ ዝምታውን ሰብሮ ከመጥፎ ተግባሩ እንዲታቀብ አለበት,1
እኔም እሱን በመደግፈ መቼም አልፀፀትም ከአቢቹ ሀላ የለም ኢትዮጵያ ለዘላለም ትኑር,0
ለምን ሄደሽ አትፈልግም አርበኞች አባል አይደለሽም,1
ሴረኛውን ባንዳውን ሀገር ሻጩን ይንቀልልን አሜን,1
አስመሳይ ሁኑ ይታወቃል እኮ ሌባ,1
ድ በል ሞኝ ውሻ እጠላሀለሁ የካናዳ አሳፋሪ ፈረስ ጭራሮ የሚያናውጥ የውሻ ውሻ ከኋላው ጎድቷልድ በል ሞኝ ውሻ እጠላሀለሁ የካናዳ አሳፋሪ ፈረስ,1
የጅል ቀልድ ሰዎች እንደው የማይህን ነገር,0
ናላው ይዙርበት እሱን ብሎ አናሊስት ሮኬት ያመጠቀ መስለው ይኼ ግም,1
ተከዜ ግድብ ተቆጣጥረነዋል ይላሉ ፋና ተከዜም እየተዋጋ,0
ይህንን የማያደርጉ የተሸሸገው እርምጃ ይወሰድበታል ከትህነግ ነፃ በወጣው በጠገዴ ወረዳ የማክሰኞ ገብያ ከተማ ነዋሪዎች ውይይት ሲያደርጉ የተናገሩት,1
የርሳቸውን ቋንቋ የሚያውቀው ጁንታው አጎትሽ እሱን ጠይቂው ልዩ የማያዳግም ከአፈር የሚደባልቅ ቋንቋ,1
ግብረ ሰዶማዊነት ሀጢአት በግብረ ሰዶማውያን መጠላላት ከባድ ሀጢአት ለዘላለም በሲኦል እንድትቃጠል በሰይጣን ስም እረግማችኋለ,1
የአንዳርጋቸው መንጋዎች ተለቀቁ እንግዲህ,1
ተጨባጭ ነገር ይረሳል ይካዳል ለምን በፈጠራ ድርሰት እጣላለሁ የምን ነገር ፍለጋ በዚህ ሀገር ፖለቲከኞችና በደራሲዎች መሀል ልዩነት ይሆን የስንብት_ቀለማት,0
ወያነ በአመሪካ ድጋፍ ዳግም ልትገዛን ነገር ግልፅ ስለሆነ ሆ ብለን አድዋ ተነስተን ወያነን ከምድረ ገፅ ልናጠፋት ይገባናል,1
ከአማራ ጠብ ከሌለህ ለምንድነው ሊጥ ሳይቀር የዘረፍከው የሊጥ ሌባ አፍ አለኝ ብሎ ያወራል,1
ዲፕሎማሲን ከፕሮፌሽን መሀይም ካድሬ መፈንጫነት የቀየረውን ስዩም መስፍንን የኢትዮዽያን ዲፕሎማሲ በአለም ያሳወቀ ብለው ሊያሞካሹት ሲያምራቸው ስታይ እረ አክሊሉ ሀብተወልድ እንዳይሰሟቹ,1
ትግሬ ተደራጅቶ በወያኔ አመራር ሰጭነት አመት,0
አሸባራው የህወሀት ጁንታ ቡድን በደረሰባቸው አካባቢዎች ከጦርነት ምንም ንክኪ የሌላቸውን ንፁሀንን በዘግናኝ ሁኔታ ጨፍጭፎል እንስሳት ሳይቀር ይሄ አረመኔ ቡድን,1
ዳርታሽ ፎንቃ ገብቶልሻል መሰል ሰሞኑን ፍቅር ፍቀር ማለት አብዝተሻል,0
ውይ ልበ ቆራጧ ሎኬሽን ላይማ ኮኔክሽን አያስፈልግም እኮ ሀገር ያለሽው,0
ይሄንን ውሻ ቤት ማሰር ሊቅ የአትዮጵያ ተንታኝ ሀገር ሚመራው በቅንነትም ጭምር እንዳንተ ምላሳሞች እሳት ሚያነድዱት,1
ለዘረፋቸው ማስታወሻ መቀሌ ሙሉ መንደር ተሰይሞላቸዋል ሙስና ሰፈር አዲስ አበባ በአብዛኞቹ ፎቆቿ ታስባቸዋለች ምድረ ሌባ,1
የነሱ ሴራ እንደሆነ ጠርጥሬ,1
ቀዳማዊ ሀይለስላሴ የክብር ዶክተሬት እንደተሰጣቸው ያውቃሉ,0
ከአህያ ድውይና ዘገምተኛ የሚጠበቅ ቢሆንም በስፈርክበት ቁና በእርግጠኛነት ትስፈራለህ ዱቄት የሽንታሙ ሚኒሊክ ዘር የመተታሞቹ,1
