text,label
THE CONTRADICTION እንደሚታወቀው የሰሜን እዝ ሲጠብቅ የነበረው የኤርትራ ሰራዊት ወደ ኢትዮጵያ ድንበር እንዳይገባ ነው። TDF የሰሜን እዝን ከመታላቸው የኤርትራ ሰራዊትን,0
የጅል ጁንታ ቡችላ ሆይ አዛዦችሽን ጠይቂ።እኔ ትላንትም ዛሬም ነገም እውነት የታጠቀከች ነው።እኔ የጅል ጁንታ ክፉ ውታፍ የሚነቅል ነኝ,1
የእውነት አህያዎች ናቸው????,1
አንተን መረዳት ከፍተኛ ንቃተ ህሊና ይጠይቃል። ይህ ጉራ አይደለም! የነቃ ህሊና ከሺህ እንቅፋቶች ይልቅ ቀጭን መሻገሪያ መንገድ ያስተውላል።የነቃ ህሊና ከግል ጥቅም ይልቅ የትውልድን,0
ህወሓት በኦነግ ሸኔ አማካኝነት በኦሮሚያ ክልል ሊፈጽም የነበረው ጥቃት ከሽፏል - የኦሮሚያ ፖሊስ ኮሚሽን,1
2/2 ማሻሻያውንም ፕሬዝደንት ሣህለ ወርቅ ዘውዴ በፊርማቸው አጽድቀዋል፡፡,0
ይሄ ነገር እዴት ነው . ጦርነቱ እቅቷል የተባለው ጀነራሎቹ ስላለቁ ነው እንዴ . ኧረግ ቶሸንፈናልን ማሽኮርመም አያስፈልግም,0
ቢያንስ ጠንቃቃ ነው አሸባሪው ሀይል ብቻ ነው ያለው ጁንታ ወያኔ ምናምን አላለም ሲያዝ የአብይን ሀይል ነው ያልኩት ብሎ ስም Mention አላደረኩም ብዬ እፋታቸዋለው ብሎ ነው,0
ስንት ችግርና መከራን ተቋቁመው ነገ የተሻለ ህይወት ይኖረኛል ብለው ዩኒቨርስቲ ሂደው ማንነታቸው ወንጀል ሆኖባቸው በኦዴፓና ኦነግ ታግተው ደብዛቸው ስለጠፋው ሴት አማራ ተማሪዎች ምንም,1
አንተ ደነዝ እኛ ትግራይ ደማችን በደንብ ነው ምናቀው የራሳቹ ሬሳ አትልቀቅልን ቅበሩት game over የአብይ ዘር,1
እንዲህም ተብሎ ነበር ለካ?!?አዬ ሰው !!,0
ሁሌም ባለጌና ጨዋ ሲጋጩ ባለጌ የሚያሸንፈው በጨዋው ህግ አክባሪነትና በባለጌው ስድነት ምክንያት ነው። ስለሆነም ከባለጌዎች ጋር የሚደረግን ትግል ለመመከት የባለጌዎችን ስነ ልቦናና አስተሳሰብ የሚመጥን መሆን አለበት።,1
እኔ ባላይም ወያኔን አቃቸዋለሁ እንዲህ የወረደ ንፁሃንን የመግደልባህሪ የላቸውም ባይሆን የማረኩትን ተንከባክበው በመያዝ ለትልቅ ማዕረግ ሚያደርሱ ናቸው ብርሃኑ ጁ,0
ሰራዊታችን የህዝብ ወገን እንዳልሆነ : እየሞተ የመሬት ባለቤት እንዳላደረገ ሁሉ ፤ እየለመነ ብስኩትና ዱቄት እንደማያድል . ዛሬ በአክሱም/,0
በመስቀል የጉራጌ ማህበረሰብ በብዛት ወደሀገር ቤት ሄዶ መስቀል ያከብራል:: ያንን አንተ ካልከው ጋር እንዴት ታየዋለህ?,0
ብዙ የመንግስት መስሪያቤቶች ይህን ያህል ችግኞች ተከልን ብለው ለዜና ከማስነገር ባሻገር ዘሌቄታዊ,0
ለቅሶ ቤት Me: የwifi password ይንገሩኝ ጋሼ? ስርዓት ያዝ! አመሰግናለሁ።,0
እውነትን ይዘን እንደንሳለን እንጨፍራለን:: እነሱ ውሸታቸው ነው ትክክል ያልሆነ ድራማ የሚያሰራቸው ውሸት ያዋርዳል ውሸት ዝቅ ያድርጋል,0
የወያኔ ስርዓት አቡክቶ ጠፍጥፎ እንደ ድስት የሰሯቸውን ግለሰቦች ከዚህ የተለየ ቢሉ ነበር የሚገርመው አተላዎች!,1
የኢትዮጵያን መሰረታዊ ጥላት ትግሬ አጋሜ ነው ትግሬ መንምኖ ሊጠፋ እንጂ ከዚህ ቡሐላ በማንም መንደር በማንም መሬተ ላይ ከበሮ መደለቅ የለም ዋ ዋ ዋ,1
የነገው አዲስ አበባ የድጋፍ ሰላማዊ ሰልፍ ለፀረ ሰላሙና ለፈሪዎች ዱላአስተማሪ መሆኑን አምናለሁ ግን የሰላሙ ጉዳይ ምን ያህል አስተማማኝ ነው ለምለው አሁንም ለ,0
#ኦነግን የሚያስታጥቀው ጄኔራል! ብልፅግና የሾመቅ ሌተናል ጄኔራል ጌታቸው ጉዲና እኝህ ናቸው። ተዋወቋቸው።,1
መንግስት መኖሩን ከካሀዲያን የትህነግ ጁንታ ቡድን መደምሰስና ሞት ስለተረዳ ታለቁንየፍርድ ክርክሩን በጥብቅ ዋስትና ይከለክላል።,1
የኢትዮ ኢማራት ትብብር ለግብጾች እና የናይል ጠባቂዎች ወይስ ሌቦች? via ,1
ኢትዮጵያዊነት እኮ ቅኔ ነው።አንዱ ጨዋ ኢትዮጵያዊ ምግባረ ብልሹ ጎረቤት ቢያስቸግረው ችግሩን ለመግለጽ ውሻ አሳድጎ ስሙን ችሎማዳር ብሎ ጠራው።አጎቴ ሰው አልታረም ካለ ማጭድ መዶ,0
ቡዙዎቻችን ቅርብ እንድናይ ፕሮግራም ተደርገናል የዘር ፓለቲካ ማንነት አማራ ኦሮሞ ጉራጌ እያልን ስንጨቃጨቅ እንደነ ኮንጎ አይናችን እያየ የተፈጥሮ ሃብታችንን እንዘረፋለን በነቃን ስ,1
የተራበ አፈር እየበላ በአፈር ተበላ እስቲ አሜሪካ እዛ መጥታ ታስጥልህ እነደሆነ ታያለህ ምድረ ባንዳ,1
አንተ የደደብ ጁንታ ልጅ ትግራይ ጦርነቱ ባህላዊ ጨዋታው ነው አላላችውም?hhhhhhh,1
ቀዳማዊ እመቤት ዝናሽ ታያቸው ትምህርት ቤት ሲያስመርቁ በዜና አይታ የ9 ዓመት ልጄ የኤልሻዳይ አብይን እንዲህ በልልኝ ብላኛለች አንተና ሚስትህ መንታ ነው የ,0
አንተ ግም ጁንታ የጁንታ ዘር! እሱ መቼም አይሆንም!! መቼም!!! አንተ ትላም!! ስትጫወቱበት የነበረው ህዝብ ገና መቼ ዋጋችሁን ከፍሎ ጨ,1
MUTIS ለምን ይህን ይተረጉማሉ? ደህና እኔ ልዩ ሰው እንደሆንክ እና በጣም እንደምትከብር አስታውሰሃለሁ ፣ ህልምህን ተከተል እና ተስፋ አትቁረጥ ፣,0
በትግራይ ህዝብ ላይ እየደረሰ ያለው ዘር መጥፋትና ጭፍጨፋ አለም ልያወግዝ ይገባል ። ????,0
ይኼንን ጉረኛ ዘረኛ ወያኔ ከወር በኋላ ምን እንደሚል ለመስማት ያብቃን።,1
፬፦ #ጳጉሜ ፬ የሰንደቅ ዓላማና የቅድስት ቤተክርስቲያን ቀን። ፭፦ ጳጉሜ ፭ ከሱስ ሁሉ የመላቀቂያና ለአቅመ ደካሞች የሥጦታ ቀን።,0
ሰይጣናዊነት በሰይጣን ላይ የተመሠረተ የርዕዮተ ዓለም እና የፍልስፍና እምነቶች ቡድን ነው ፡፡ የዘመናዊ ሃይማኖታዊ ልምምዶች የሰይጣናዊነት ልምምዶች የተጀመሩት እ.ኤ.አ . በ 1966,0
ዮንዬ ያ ችግር የሚሆምባቸው አጭበርባሪዎች ዘረኞች እበላባዮች ሀይማኖተ ቢስ እምነተ ቢስ አረመኔዎች ነፍሰ ገዳዮች ጨካኞች ፈሪዎች ስለሆኑ ሴት መድፈርና,1
እንጃለቱ ?? ልብ ካለው እዛ አይናገርም ቦቅቧቃ ??,1
ከተወሰነ ጊዜ በኃላ ማሰብ እንዳንችል አእምሯችንን ሻእቢያ የአቢይ ቅጥረኞች ከአማራ ትምክህተኞች ስለስረቁብን እውነትና ውሸት መለየት አንችልም ይባላል እንዘጋጅ ለልብ አፍርስ ሳቅ,1
ስለሚሞተው ንፁሃን ይልቅ ስለስታተስ የምትጨነቅ ከሆነ አውሬውም አንተው ነህ ጊዜውና ቦታውን አላገኘህም እንጂ ንፁሃኑን ገለህ ስጋውን ትበላ ነበር ቲሽ አስመሳይነት ሲቀፍ,1
ሰርገኛ መጣ በርበሬ ቀንጥሶ አማራ በታሪኩ እንደዚህ አይነት የህልውና አደጋ ውስጥ ገብቶ አያውቅም ዙሪያውን ተከቧል ኦነግ ያሰለጠናቸው ገዳዮች ጎጃምን ለመውረር በዝግጅት ላይ ናቸው ይ,1
እንዲህ አይነት ባዶ ትዊት ሰለቸን። ወያኔ ለ40 + ዓመት እዚች አገር ላይ ያመረቀዝው ካንሰር ነው። መደምሰስ ያለባ,1
በጣም አንጀት የሚበላ ንግግር ግጥም ሀሳብህን ጌታ ይሙላልህ:: እነዚህ እረመኔ ጨካኝ እነሱ ቢሆኑ ጨርስውንነበር:: አሁን እራሱ አታይም ተደብቀው ህዝቡን ሲያስጨ,1
ቀሚስ በክላሽ እየለወጡ እና የቄስ ልብስ እየለበሱ የሚያዙ ጀግኖች ከተባሉ የጀግንነት ትርጉሙ ተቀይሯል ማለት ነው።,0
ስምና ስልክ የምትጠሩ የፕሮቴስታንት ሞላጫ ነቢያቶች ህዝብ ከምትዘርፉ ለምን ጁንታዉ ያለበትን ጠቁማችሁ 10 ሚሊዮን ብር አትወስዱም!!,1
አዲስ አበባ የምርጫ ካርድ እጥረት አለ እየተባለ ነው ከፍተኛ ሴራ እየተሰራ ይገኛል እናንተ መዥገሮች ዶክተር አብይን ካርድ አይመርጠውም መቶሚሊየን የኢትዮጵያ ህዝብ መርጦታል አለምን,1
ብሎክ አያረግም፣ something must be wrong . ደሞ ስለ ሀገር ያላችሁ ምልከታ almost ተመሳሳይ እኮ ነዉ? የተስፍሽን ማብራሪያ እንፈልጋለን??,0
በዚህ በኩል ጨረሱን በዛ በኩል TDF እየጨረሰልን ነው ቱልቱላ ሁላ,1
ለፖለቲካ የሚሆነው ምን አይነት ሰው ነው? ድፍረትህ!,0
ጁንታህ ይበጠስ አንተ ደንቆሮ ዝም ብለህ አለደረጃህ ጥልቅ አትበል ይሄ ያየለመድከው ጠጅ ቤት አይደለም።,1
ሽማግሌዎች ስለቀለላችሁ እኮ ነው የሚያከብራችሁ የሌለው! እኩዮቻችሁን እማ ሞት በልቶባችሁ ነው ከኛ ጋር አተካራ? ኮተት! የናንተ ቆሻሻ የዘረኛ ፌክ ኢቲዮ,1
በዚሁም መሰረት፤ የምንግዜም አብሮነታችን ማሳያ እንዲሆን፤ የመጀመርያ ዙር የእህል ድጋፍ ዛሬ የኢኖቬሽን እና ቴክኖሎጂ ሚኒስቴር ሚኒስትር ዶ/ር አብረሃም በላይ በተገኙበት ወደ ትግራይ,0
በርታልን የኛ ጀግና ሁሌም ስራህ ይናገራል,0
እርዳታው አገር ውስጥ ምግብና ህክምና እጦት ላጋጠማቸው ኢትዮጵያኖች የሚውል ነው !! #ሃሎ-ይሰማል ?? እናንተ ያቺ 2.4ሚ እስክታልቅ ሰልፍ እየወጣቹህ ኢንጆይ አድርጉ! ታማኙ ታማኝ,1
ያደርገዋል።የወደፊት አለኝታችን ነው ብለው አያሳፍረኝም።በተቃራኒው ለቆሙት አግላይና አስመሳይ የክልል መሪ ተብዬዎች,1
ለካ ዲጅታል ወያኔዎች የኤርትራ ወታደሮች ይውጡልን ብለው እሱ ላይ ብቻ focus ወድርገው የሚያብዱት የነሱን ሻርፕ የሆነ አቅም ስለሚያውቁት ነው። እባብ ለእባብ እንደሚባለው ነው።,1
በአጼ ሚኒሊክ መሪነት በኦሮሞ ህዝብ ላይ የተፈጸመዉን ጭፍጨፋና ነዉር የካዱት ከሃዲዎች አሁን እየፈፀሙት ያለዉንም ጭፍጨፋ በሚቀጥለዉ ትዉልድ መካዳቸዉ ኣይቀርም። አረመኔዎች! #OromoProtests #TigrayGenocide,1
ልክ ነበሩ ግን ጥላቻው ተኮትኩቶ ለዚህ አድርሳችሁታል እርስዎ ይመሩት በነበረው ሀገርና ፓርቲ፤ የሀገር ክህደቱን ቢያወግዙ መጀመሪያ,0
That ሰይጣን የሸናበት አጠፋሪስ አጭሰሽ የምታስቢው ሀሳብ,1
የሚጠቆሙ ጣቶች ሳይሆኑ የሚዘረጉ እጆች ካሉ ሰዎች ከወደቁበት ይነሳሉ። እንዳልክ አሰፋ የሰላም ገበታ የራዲዩ ፕሮግራም Good morning??,0
#ተካበ ዘውዴ የኔ ዘመዴ ጎሉ እንዳይገባ ሄደ በዳዴ??,1
ይሄ አተላ በኢትዮጵያና በኤርትራ መካከል መተማመን እንዳይኖር ለማደረግ በወያኔ የሚዘጋጅን የሴራ ሃሳብ ሚዲያ ላይ ወጥቶ የሚናገር የወያኔ ተላላኪ ነው።,1
ደስተኛ መሆን ትፈልጋለህ እንግዲያዉስ ከሰው ምንም አትጠብቅ : ለነገሩ ብትጠብቅም ምንም አታገኝም??,0
የአማራ ዘር ማጥፋት ዘመቻው ብቻ ሳይሆን ለኢትዮጵያ እዚህ መቀመቅ መግባት ዋናው ተዋናይ ብአዴን ነው።,1
እዛጋ ሶስት ዜሮዎች እረሳሽ ማነሽ ጨምሪበት ፠ ብዙ ጉራ ሳያወሩ እምሽክ ፠ የርዳታ እህል በጥይት ? እናቶቻችን የርዳታ እህል እንዲ,0
ትግራዋይነት ማንነት እንጂ ዘር ኣይደለም አንተ የአህያ ልጅ!,1
ወጣቶች ወንዶች ይበዛሉ ነው ያለው,0
ለዘመናት ሳይወገዱ ተከማችተው የቆዩ የመጠቀሚያ ጊዜ ያለፈባቸው sounds like የ60ዎቹ የኢህአፓ ትውልድ ፖለቲከኞች:: nah.የነፈሰባቸው ኬሚካሎች ምንም አያሰጉም::,1
ህወሀት በአባልነት ሚመዘግበው ትግሬዎችን ብቻ እየለየ መሆኑ በደንብ ይታወቃል:: የህወሀት አባል ተፈልጎ ሲታሰር ብሄሩ ትግሬ መሆኑ ማንንም ግራ ሊያጋባ ወይንም በብሄር ምክንያት ሊያስብል አይገባም::,1
ድል ለትግራይ ህዝብ ሞት ለወራሪዎች,1
አውሬ ከህወሓት ይሻላል፣ አውሬ እግዚአብሔር ከፈጠረው ጊዜ ጀምሮ እንደአውሬነቱ ቀጥሏል። አንዳንድ ሩህሩህ አውሬዎችን ያየንበትም ዘመን ነው። ህወሓት ወያነ ማለት,1
ወይ ወንድሜን እኔን!ሀሳቤን አልተረዳሃኝም እስከአሁን? የኔ ሀሳብ ወያኔ የሚባል አውሬ አገር አጥፊ ከዛች ምድር ጠፍቶ ማየት:ደሞ ስማ ማሽቅዋለጥማለት እን,1
ጊዜያዊ አስተዳዳሪው፣ የመቐለ ከንቲባና የሰሜን ዕዝ አመራር ያመኑትን ሀቅ ይህ ምስለኔ ይክዳል፤ እዚህ ጋር ደግሞ ሌላ ትኩሳት ሆነብን ነገሩ በደንቆሮ ቢቆጡ በጨለማ ቢያፈጡ ምን ያ,1
እስከዛሬ በወልቃይት እየታደነ ሲገደል፣ ሲሳደድ፣ ሲደፈር ለነበረው አማራ አንድ መስመር አልጻፍክም፤ ጭራሹንም አሳስቦህ አያውቅም፡፡ ዛሬ ተነስተህ ገለልተኛ መስለህ ትመጻደቃለህ፡፡ አስመሳይ,1
እንዴ 12 ሆኖ እንዴት ስለኔ ሳይሰማ,0
እንደውም ላለማመን ቅርብ መሆን ነበረሽ ????,1
በተጨማሪም ኡቺካዋ ፣ ከፍተኛ የመታው ሰው በግል ሰይፍ ተሳፍሮ ስለ ቶቺጊ ምንም እምቢ ብሏል ፡፡ ወደ ውስጥ ዘልቆ የገባውን በዓለም ላይ ቅናሽ እስክገድል ድረስ አካትቼዋለሁ .,0
ለትግራይ የጥሞና ጊዜ ስጥቻለሁ:: ከትግራይ ውጪ ያለችው ኢትዮጵያ ግን አትፈርስም!! ዓብይ አህመድ::,0
ቆይቼ እግዚአብሔር ደጅ ጠናሁት፥ እርሱም ዘንበል አለልኝ ጩኽቴንም ሰማኝ። ከጥፋት ጕድጓድ ከረግረግም ጭቃ አወጣኝ፥ እግሮቼንም በድንጋይ ላይ አቆማቸው፥ አረማመዴንም አጸና። አዲስ ዝማሬን ለአምላካችን ምስጋና በአፌ ጨመረ፤,0
ኢትዮጵያ ውስጥ ሁለት አይነት ባንዴራ ሁለት ሶስት መሪ ባንተ ዘመን ውርደታም የዲቃላ ልጅ ከዎሎ ተረግዘሽ መጥተሽ አባትሽ እንኳ አይታወቅ,1
#የጄነራልሳሞራየኑስ የፅ/ቤት ኃላፊ የነበረው በኀላም የምስራቅ እዝ አዛዥ የነበረው ሜ/ጄ ማኣሾ በየነ በቁጥጥር ስር ውሏል። #የአማራ ህዝብ አንድነቱን በማጠናከር የአሸባሪውን ቡድን,0
ውሻዬ ማን ብሎ ስም አውጥቶልኝ ይሆን??,0
ሴቶችን ለመሪነት ማብቃት ለሀገር ዕድገትና ልማት ያለዉን ፋይዳ ፕሬዝዳንት ሣሀለ ወርቅ ዘዉዴ ገለፁ,0
ፈንቅል የሚባል ሀይል የለም አልነበረም። ህወሓት የትግራይ ህዝብ ነጸብራቅ ነው 4። ከ12 ሐዋርያት 1 ከሓዲ አይሁዳ እንደ,0
አንተ ቆሻሻ በዚህ ወቅት አይንህን ማየት አልፈልግም,1
ትግራይ ዛሬ በኣንድ ግምባር ውጊያ ብቻ 32 ኛ የሚባል ተራ ቁጥር እንጂ 32 ኛ የሚባል ክፍለጦር እንዳይኖር ኣድርጋለች-በሌሎች ግምባሮችም የየካቲቱ እሳት - ወራሪዎችን ዘራፊዎችን,0
መጀመሪያ ላይ ተኝቶ ነበር እናንተ እየሱስ እየሱሴ እያላቹ መቶ ግዜ ስትመፃድቁ ሰምቶ እውነት መስሎት እሁን ግን ምን እንዳደረጋቹህ ሲሰማ ከእንቅልፎ ተነስቶ መጥቶዋል ጠራርጎ ወደመጣ,1
የራስ አሉላ ትውልድ አገርስ በኮል/አብይ ከአንበጣ ጋር ውግኖ ገበሪዎች መበደል አለበት? ተማሪዎ ማስክ መከልከል፥ስፖርተኞች እንዳይሳተፉ ማገድስ።አንተማ ምናለብህ ለሆድህ ብለህ ብግዜ ተደምረሀል,1
ካሥማሠ ና ጀለሶቹን ብንልክ ወይ ቢያለብሷቸው ኖሮ የኛዎቹን,0
ማነው 60 ዎቹ የምትለው ?እርግጠኛ ነኝ ዘመንመጣሹ ጀማሪ መሆን አለብህ ሲባል ሰምተህ ለመፃፍ አትሩጥ,1
ወያኔ ጠፍቷል አሁን ሀገርቷን በ አማራ እጅ ለማስመለስ ሙስልሞችን በ አሻባሪነት ስም የመምታት ሴራ እነ አብይ ።አብን ።አማራ ብልፅግና ፖርቲ ና ኤስራዔል እያሴሩ ነው።#Ethiopianmuslim,1
ቆይ አንቺ ቆይ ግን ካለ አህያና ጅብ ሌላ ተረት አታቂም እንዴ? በጣም እኮ ነው የሚገርመው,1
ወይ እድሜ ዘልዛላ አሁን አሳቸው ጋቢያቸውን ደረበው እግዚኦ በሚሉበት ዘመን እንደዚህ መጨማለቅ,1
እድሜ ለመከላከያ ሰራዊት እና ህዝባዊ ዴሞክራሲያዊ ሃይሎች የነጄኔራል ጻድቃን እልም የውሃ ሽታ ሆንዋል!ጁንታው እጅና እግሩ ደቋል!ቀጥሎ ራሱን ይመታል!#NoMore,1
የኢትዮጵያ መከላከያ ሠራዊት ጠባብ ብሔርተኝነትና ዘረኝነት በነገሰባት ሐገር ጦርነት ለመክፈት ሽለላ ና ፉከራ ሳይሆን በሰላማዊው ሕዝብ መካከል የተመሸጉትን ወንጀለኞች የረቀቀ ስልት መጠቀምና በአንድ ቡድን,1
ከ10ሺህ በላይ የኦነግ ሽኔ አባላትን ደምስሰናል፣ ማርከናል፣ አስረናል የሚለው የኦሮሚያ ፖሊስ ኮሚሽን የ6 ወራት ሪፖርቶች አነጋጋሪ ሆነዋል። እናስ ማነው ቀባጣሪው አላያችሁም ከሆነም,1
ለክርስቲያኖች ብለህ ብትል ተደራሽ ያደርገዋል።,0
የያዛ የዕውቀት ባለፀጋ የሆኑ ኢትዮጵያዊኖችን በመንግሥትና በፓርቲው ውስጥ ፈጣሪ ይሳግስግልን አሜን።,0
አንተ አውሬ ሠው በላ የእናቶች ህፃናት እና ሴቶች ደም ይፋረድሃል!! ህመሙ እሚገባህ ሴትልጅህ ተደፍራ ሚስትህ ደም ስታለቅስ አንተ በፍትህ ስም እጅ እግር,1
ዘላለማዊ ክብር ለጀግኖቻችን! #ኢትዮጵያ ኮሎኔል አለምነው በሀገረ ሠላም የጁንታውን ቡድን በቁጥጥር ስር ለማዋል ከጠላት ጋር በተካሄደ ውጊያ ነው ህይወታቸው ያለፈው።,0
እንዴ ምን ነካህ ቅኔዉ እኮ 39ኙ ላይ ነዉ፠ ፴፱ ተብሎ ይስተካከል፠ በተረ ፈ የአብይ ኤቭሪ ስቴፕ የሚደነቅ ነዉ ፠ ቅኔዉ ያማል ማለት ለካ ይሄ ነው አሁን ገባኝ,0
አታስብ በሁለት ቀን እንጨርሰዋለን የገጠምከው እኮ ከነፍጠኛው ጋር ነው,1
ወያኔ ወያኔ ወያኔ ወያኔ - እግዚአብሔር እንደ ወያኔ ብለህ ምትጠራው እግዚአብሔር እግዚአብሔር ብለህ ብትጠራው ክርስቶስ ምድር በወረደ!!,1
youre right . ለማይመጥነው ለኦነግ ስልጣን ሰጥቶ፤ ሰላምና ብልፅግና መጠበቅ፤ አክሳሪ ልምድ ነው። ቢዘገይም ከዚህ ልምድ መላቀቅ ይጠበቅበታል።,0
እናንተ ቱልቱላዋች ዛሬ እኮ መስከረም 25 ነው መንግስት አለን ያውም የአብይ ምርጥ መንግስት እሺ እናንተ ባንዳዋች ገና አርፋችሁ ከልተቀመጣችሁ እያንዳንድሽ,1
እነኚህ ወያኔን የልብ ልብ ሰጥተ,0
ስበር ዜማ !! እንደ ኦነግ ሲቀቀል ቢውል የማይበስል ጥሬ፣ እንደ ሕወሐት ሲቀጠቅጥ ቢውል የማይቀና ጠማማ የለም። ኦነግም ሆነ ህወሓት በሰላማዊ ምርጫ ለመወዳደር ዝግጁ ይሆናሉ ብሎ መጠበቅ ፍፁም ጅልነት ነው።,1
ማን ሰው ብሎ ሲጠይቅህ ነው አረመኔ እኩያህን ፈልግ አንተ ገዳይ ሰዉ በላ ጠንቋይ,1
እየሆነ ያለው አማራን አስቆጥቶ መንግስት ላይ ማስነሳት ነው:: መንግስት በፈጠረህ ይህንን ሴራ በፍጥነት አክሽፍ:: ለብቻው የሚወድቅ የለም:: ኢትዮጵያን በትኜ,1
ለካድሬ መልስ አይሰጥም በሆዱ ነው እሚያዳምጥህ,1
በስመ ወያኔን ማስወገድ የኤርትራ ወታደሮች ድንበር እየጣሱ ይግቡ ነው የምትዪው?,1
የት ያለ ጤና ነው ይፈለግከው? የሀ ሰውየ kaboga ነው መሰለኝ!,1
ታርክ እራሱን ደገመ ማለት እንድህ ነው ። በፍት ቅኝ ገዥዎች በአካል መጥተው ሳይሆንላቸው ስቀር ተመልሰው ሄዱ፤ አሁን ደግሞ በሰባዊ እርዳታና በብድር ሰበብ neocolonialis,0
የዛሬ 20-22 ዓመት በፊት በመድህን ድምጽ ሬዲዮ የተላለፈውን የወያኔን ግፍ ማስታወስ ይጠቅማል በማለት እዚህ ልለጥፍ ተገድጃለሁ፡፡ እሲኪ ስሙና ፍረዱ!,1
አሳፋሪው የፋኖ ተግባር!!! ይሄ ቪዲዮ በትናንትናው እለት ፋኖ የወሎ ኦሮሞዎችን ቤት እያቃጠለ ሲጨፍር የተነሳ ነው። ደግሞ እኮ እንደ ጀግንነት አማራ ከተነሳ እንዲህ ነው እያለ,1
መጋዣ ነገር ነህ አንተ ምን አለብህ ፊትህ ከደለበ ሆድህም ካልጎደለ ሰው ቢታረድ ቢራብ ቢሰደድ !ወገንህ አደለ ምን ትሆናለህ አንተ,1
የማይቀረው ጦርነት ተጀምሯል !! ምንም አማራጭ የለም !! እሱ የፈቀደው ይሁን !!!,0
ኢትዮጵያ ውስጥ ወሬ እንደምንፈጥረው ስራ ብንፈጥር የት በደረስን ??,1
እንዳንተ ሰው ነዉ ።24ሰዓት ፈጦ ይዋል።shame on you.,1
የኦነጉ መሪ አብይ አህመድ ይሄን ዛሬ አስለጥፏል ጉድ በል አለ ኢትዮጵያ ኢትዮጵያ እያለ የኦነግ መሪ አብይ አህመድ ሆኖ ቁጭ አለው ህዝቤ ሆይ ከዚህ ምን ትማራለ,1
ይራመዱ ፣ ይራመዱ ፣ ፋሽን ፣ ህፃን ይስሩ ፣ ያንን ውሻ እብድ ያድርጉት ይራመዱ ፣ ይራመዱ ፣ ፋሽን ፣ ህፃን ይስሩ ፣ ያንን ውሻ እብድ ያድርጉት ይራመዱ,1
ምዕራብ ትግራይ ብሎ ነገር አክትሟል ሰሜን ጎንደር ነው። የአብይን ምዕራብ ትግራይሴራ በንቃት መጠበቅ ነው።,1
ህገወጥ የመሬት ወረራ እና ግንባታ - በአዲስ አበባ #Ethiopia #VOAAmharic,0
በእነሱ ቤት ዘረኝነትን ከሌላው የበለጠ አክርረን እናሸማቅ ቃለን ተብሎ ነበር መስመሩን ቀይሮ እራሳቸውን በሁሉም ብሄሮች ቤተ ክርስቲያን የገባች ውሻ አደረጋቸው::,1
ተስፍሽ ምንድነው ጅል ሆንክ፡ ኢትዮጵያ ዉስጥ ጦርነት እይተካሄደ መሆኑን እኾ ኣያቅም፡ በስትወሽን ሩም ጌም እየተጫወተ ነው ያለው፡ ኣትጃጃል።,1
አንተ ውሻ በቅርብ ሞትህ ያሳየኝ ጌይታየ አንተ ውሸታም ሳጥናኤል መቸም ሙተህም እንዱሰው አትከብርም ሲኦል ትገባታለህ እንጂ የንፁሀኑ ደም እሳት ሁኖ ካላነደደህ,1
እግዚአብሔር እንኳን ከሰይጣን ጋር አልታረቅም። ወያኔ ሰይጣናዊ ነው። ከሰይጣን ቡድን ጋር ማን ይታረቃል? Dr ታደለ,1
አንተ ሀብታም ነኝ ሀብት አግኝቻለሁ ምንም አልፈልግም ፡፡ ግን ምስኪኖች ፣ ርህራሄዎች ፣ ድሆች ፣ ዕውሮች እና እርቃኖች እንደሆንክህ አታውቅም ፡፡,0
የመንገዱን መጥፎነት ማመን ነበር የከበደኝ ??,0
ይህ የአብይ ሴራ እንደሆነ ተደርሶበታል ሀይማኖትንና ዘርን ተኮር ያደረገ ጭፍጨፋ እያካሄደ ያለው ገዝ ነኝ ባዩ ነው !!!,1
ችኩር መንደራችን ያማች አባታችን እንበል እንዴ ??,0
ቆሻሻ ምን ታመጣለህ እኛ ግን ካሁን ቦኋላ አህያን መግዛት ፍላጎት የለንም ድምጥማጣቹ አጥፍተን ግን ፍንፍኔ ለባለቤትዋ ኦሮሞ ወደ ዘላንነታቹ እንመልሳቹሀለን,1
ሰይጣን ሰይጣንን ማውጣት እንደምን ይቻለዋል? የሰይጣንን ነፍሳትን የማጥፋት ስራ እንዴት ሰይጣን ይቃወማል? ሰይጣኖቹስ እርስ በርሳቸው ከተለያዩ መንግሥታቸው እንዴ,0
በዚህ መገኘቴ ለእኔ ክብር ነው ይለናል.ሁሌም ዝማሬ እና መልክቶቹ ነፍስን የሚያረሰርሱት ህይወት ለዋጭ ዝማሬ ከጌታው የተሰጠው . ፓስተር ኬፋ ሚዴቅሳ,0
ኢትዮጵያ ለዘላለም ትኖራለች ትግራይንም ወለጋንም ጎጃምንም ሐረርጌንም . ሁሉንም አቅፋ . ወያኔን ገላ:: #ኢትዮጵያትቅደም!,0
አውሬ እንጂ አውሬ አይለመንም። ቀድሞውንም ለአውሬ ልመና አይገባውም ።,1
ይሄ ዲቃላ እንዴት ያለ አይነዉጣ ወቶልታል ባካቹ፡ ከነ ግብራበሮችህ ይድፋህ።,1
